key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-433008561,An algorithm provided as initial guidance for reporting registry records and published protocols in systematic reviews,2020,12,1,JOURNAL OF CLINICAL EPIDEMIOLOGY,0895-4356,128,NA,130-139,"Bidonde, Julia and Meneses-Echavez, Jose F. and Busch, Angela J. and Boden, Catherine",,English,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Objective: We aim to synthesize the available guidance with existing practices by Cochrane reviewers to generate an algorithm as a starting point in assisting reviewers reporting of registry records and published protocols (TRRs/PPs) use in systematic reviews of interventions. Study Design: We used existing guidance from major review bodies, assessed the current reporting of TRRs/PPs use in a sample of Cochrane reviews, and engaged in critical analysis. Independent reviewers identified and extracted textual excerpts reporting the use of trial registry records and published protocols and codes following a systematic review framework. Based on these elements, and our initial research, we created an algorithm/graphical aid to visualize initial direction. Results: We included 166 Cochrane systematic reviews published between August 2015 and 2016 from 48 review groups. Review authors' terminology (e.g., ongoing, terminated) varied between and within reviews. Reporting practices were diverse and inconsistent. Conclusions: This is a timely investigation in an era where evidence synthesis informs health and health care decisions. Our proposed algorithm provides initial direction to systematize the reporting of TRR/PP use. We hope that the algorithm generates further discussion to enhance the transparency of TRR/PP reporting and methodological research into the complexities of using protocols in systematic reviews of interventions. (C) 2020 The Author(s). Published by Elsevier Inc.",,10.1016/j.jclinepi.2020.09.025,Systematic reviews as topic;Clinical trials;Randomized controlled trial;Trial registry records...,NA,
rayyan-433008562,Reprint-Preferred Reporting items for systematic reviews and meta-analyses: The PRISMA statement,2009,NA,1,Physical Therapy,15386724 (ISSN); 00319023 (ISSN),89,9,873-880,"Moher, D. and Liberati, A. and Tetzlaff, J. and Altman, D.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953769654&doi=10.1093%2Fptj%2F89.9.873&partnerID=40&md5=72c85300319594ef7d2f7fd944ace4d0,English,American Physical Therapy Association,"[""Ottawa Hospital Research Institute, Critical Care Wing (Eye Institute), Ottawa, Canada"", ""Istituto di Ricerche Farmacologiche Mario Negri, Universitàdi Modena e Reggio Emilia and Centro Cochrane Italiano, Milan, Italy"", ""University of Oxford Medical Sciences Division, Oxford, United Kingdom""]",,Export Date: 19 September 2025; Cited By: 2073; CODEN: PTHEA,10.1093/ptj/89.9.873,Article;Evidence Based Practice;Human;Literature;Meta Analysis (topic);Nomenclature;Publication;Publishing;Quality Control;Standard;Evidence-based Practice;Humans;Meta-analysis As Topic;Periodicals As Topic;Publication Bias;Publishing;Quality Control;Review Literature As Topic;Terminology As Topic;article;evidence based practice;human;literature;meta analysis (topic);nomenclature;publication;publishing;quality control;standard;Evidence-Based Practice;Humans;Meta-Analysis as Topic;Periodicals as Topic;Publication Bias;Publishing;Quality Control;Review Literature as Topic;Terminology as Topic,NA,
rayyan-433008563,Transparent reporting of multivariable prediction models for individual prognosis or diagnosis: checklist for systematic reviews and meta-analyses (TRIPOD-SRMA),2023,5,1,BMJ-BRITISH MEDICAL JOURNAL,0959-535X,381,NA,,"Snell, Kym I. E. and Levis, Brooke and Damen, Johanna A. A. and Dhiman, Paula and Debray, Thomas P. A. and Hooft, Lotty and Reitsma, Johannes B. and Moons, Karel G. M. and Collins, Gary S. and Riley, Richard",,English,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND","Most clinical specialties have a plethora of studies that develop or validate one or more prediction models, for example, to inform diagnosis or prognosis. Having many prediction model studies in a particular clinical field motivates the need for systematic reviews and meta-analyses, to evaluate and summarise the overall evidence available from prediction model studies, in particular about the predictive performance of existing models. Such reviews are fast emerging, and should be reported completely, transparently, and accurately. To help ensure this type of reporting, this article describes a new reporting guideline for systematic reviews and meta-analyses of prediction model research.",,10.1136/bmj-2022-073538,,NA,
rayyan-433008564,Guidelines for Reporting Systematic Reviews and Meta-analyses,2018,5,1,ANALES DE PSICOLOGIA,0212-9728,34,2,412-420,"Rubio-Aparicio, Maria and Sanchez-Meca, Julio and Marin-Martinez, Fulgencio and Lopez-Lopez, Jose Antonio",,Spanish,UNIV MURCIA,"Edificio Pleiades Campus de Espinardo, Murcia, 30071, SPAIN","Meta-analysis is an essential methodology that allows researchers to synthesize the scientific evidence available on a given research question. Due to its wide applicability in most applied research fields, it is really important that meta-analyses be written and reported appropriately. In this paper we propose some guidelines to report the results of a meta-analysis in a scientific journal as Annals of Psychology. Concretely, the structure for reporting a meta-analysis following its different stages is detailed. In addition, some recommendations related to the usual tasks when conducting a meta-analysis are provided. A recent meta-analysis focused on the psychological field is used to illustrate the guidelines proposed. Finally, some concluding remarks are presented.",,10.6018/analesps.34.2.320131,Meta-analysis;research synthesis;effect size;research quality,NA,
rayyan-433008565,"Protocol for the development of a reporting guideline for umbrella reviews on epidemiological associations using cross-sectional, case-control and cohort studies: the Preferred Reporting Items for Umbrella Reviews of Cross-sectional, Case-control and Cohort studies (PRIUR-CCC)",2024,6,1,BMJ OPEN,2044-6055,14,6,,"Solmi, Marco and Cobey, Kelly and Moher, David and Ebrahimzadeh, Sanam and Dragioti, Elena and Shin, Jae Il and Radua, Joaquim and Cortese, Samuele and Shea, Beverley and Veronese, Nicola and Hartling, Lisa and Pollock, Michelle and Egger, Matthias and Papatheodorou, Stefania and Ioannidis, John P. and Carvalho, Andre F.",,English,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND","Introduction Observational studies are fraught with several biases including reverse causation and residual confounding. Overview of reviews of observational studies (ie, umbrella reviews) synthesise systematic reviews with or without meta-analyses of cross-sectional, case-control and cohort studies, and may also aid in the grading of the credibility of reported associations. The number of published umbrella reviews has been increasing. Recently, a reporting guideline for overviews of reviews of healthcare interventions (Preferred Reporting Items for Overviews of Reviews (PRIOR)) was published, but the field lacks reporting guidelines for umbrella reviews of observational studies. Our aim is to develop a reporting guideline for umbrella reviews on cross-sectional, case-control and cohort studies assessing epidemiological associations. Methods and analysis We will adhere to established guidance and prepare a PRIOR extension for systematic reviews of cross-sectional, case-control and cohort studies testing epidemiological associations between an exposure and an outcome, namely Preferred Reporting Items for Umbrella Reviews of Cross-sectional, Case-control and Cohort studies (PRIUR-CCC). Step 1 will be the project launch to identify stakeholders. Step 2 will be a literature review of available guidance to conduct umbrella reviews. Step 3 will be an online Delphi study sampling 100 participants among authors and editors of umbrella reviews. Step 4 will encompass the finalisation of PRIUR-CCC statement, including a checklist, a flow diagram, explanation and elaboration document. Deliverables will be (i) identifying stakeholders to involve according to relevant expertise and end-user groups, with an equity, diversity and inclusion lens; (ii) completing a narrative review of methodological guidance on how to conduct umbrella reviews, a narrative review of methodology and reporting in published umbrella reviews and preparing an initial PRIUR-CCC checklist for Delphi study round 1; (iii) preparing a PRIUR-CCC checklist with guidance after Delphi study; (iv) publishing and disseminating PRIUR-CCC statement. Ethics and dissemination PRIUR-CCC has been approved by The Ottawa Health Science Network Research Ethics Board and has obtained consent (20220639-01H). Participants to step 3 will give informed consent. PRIUR-CCC steps will be published in a peer-reviewed journal and will guide reporting of umbrella reviews on epidemiological associations.",,10.1136/bmjopen-2022-071136,protocols \& guidelines;statistics \& research methods;epidemiologic studies,NA,
rayyan-433008566,Best Practice Guidelines and Essential Methodological Steps to Conduct Rigorous and Systematic Meta-Reviews,2019,11,1,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,1758-0846,11,3,353-381,"Hennessy, Emily A. and Johnson, Blair T. and Keenan, Ciara",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Background A growing body of primary study and systematic review literature evaluates interventions and phenomena in applied and health psychology. Reviews of reviews (i.e., meta-reviews) systematically synthesise and utilise this vast and often overwhelming literature; yet, currently there are few practical guidelines for meta-review authors to follow. Objective The aim of this article is to provide an overview of the best practice guidelines for all research synthesis and to detail additional specific considerations and methodological details for the best practice of conducting a rigorous meta-review. Methods This article provides readers with six systematic and practical steps along with accompanying examples to address with rigor the unique challenges that arise when authors familiar with systematic review methods begin a meta-review: (a) detailing a clear scope, (b) identifying synthesis literature through strategic searches, (c) considering datedness of the literature, (d) addressing overlap among included reviews, (e) choosing and applying review quality tools, and (f) appropriate options for handling the synthesis and reporting of the vast amount of data collected in a meta-review. Conclusions We have curated best practice recommendations and practical tips for conducting a meta-review. We anticipate that assessments of meta-review quality will ultimately formalise best-method guidelines.",,10.1111/aphw.12169,best-practice guidelines;meta-review;methods;research synthesis,NA,
rayyan-433008567,Improving Conduct and Reporting of Narrative Synthesis of Quantitative Data (ICONS-Quant): protocol for a mixed methods study to develop a reporting guideline,2018,5,1,BMJ OPEN,2044-6055,8,2,,"Campbell, Mhairi and Katikireddi, Srinivasa Vittal and Sowden, Amanda and McKenzie, Joanne E. and Thomson, Hilary",,English,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND","Introduction Reliable evidence syntheses, based on rigorous systematic reviews, provide essential support for evidence-informed clinical practice and health policy. Systematic reviews should use reproducible and transparent methods to draw conclusions from the available body of evidence. Narrative synthesis of quantitative data (NS) is a method commonly used in systematic reviews where it may not be appropriate, or possible, to meta-analyse estimates of intervention effects. A common criticism of NS is that it is opaque and subject to author interpretation, casting doubt on the trustworthiness of a review's conclusions. Despite published guidance funded by the UK's Economic and Social Research Council on the conduct of NS, recent work suggests that this guidance is rarely used and many review authors appear to be unclear about best practice. To improve the way that NS is conducted and reported, we are developing a reporting guideline for NS of quantitative data. Methods We will assess how NS is implemented and reported in Cochrane systematic reviews and the findings will inform the creation of a Delphi consensus exercise by an expert panel. We will use this Delphi survey to develop a checklist for reporting standards for NS. This will be accompanied by supplementary guidance on the conduct and reporting of NS, as well as an online training resource. Ethics and dissemination Ethical approval for the Delphi survey was obtained from the University of Glasgow in December 2017 (reference 400170060). Dissemination of the results of this study will be through peer-reviewed publications, and national and international conferences.",,10.1136/bmjopen-2017-020064,,NA,
rayyan-433008568,Enhancing transparency in reporting the synthesis of qualitative research: ENTREQ,2012,11,1,BMC MEDICAL RESEARCH METHODOLOGY,,12,NA,,"Tong, Allison and Flemming, Kate and McInnes, Elizabeth and Oliver, Sandy and Craig, Jonathan",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Background: The syntheses of multiple qualitative studies can pull together data across different contexts, generate new theoretical or conceptual models, identify research gaps, and provide evidence for the development, implementation and evaluation of health interventions. This study aims to develop a framework for reporting the synthesis of qualitative health research. Methods: We conducted a comprehensive search for guidance and reviews relevant to the synthesis of qualitative research, methodology papers, and published syntheses of qualitative health research in MEDLINE, Embase, CINAHL and relevant organisational websites to May 2011. Initial items were generated inductively from guides to synthesizing qualitative health research. The preliminary checklist was piloted against forty published syntheses of qualitative research, purposively selected to capture a range of year of publication, methods and methodologies, and health topics. We removed items that were duplicated, impractical to assess, and rephrased items for clarity. Results: The Enhancing transparency in reporting the synthesis of qualitative research (ENTREQ) statement consists of 21 items grouped into five main domains: introduction, methods and methodology, literature search and selection, appraisal, and synthesis of findings. Conclusions: The ENTREQ statement can help researchers to report the stages most commonly associated with the synthesis of qualitative health research: searching and selecting qualitative research, quality appraisal, and methods for synthesising qualitative findings. The synthesis of qualitative research is an expanding and evolving methodological area and we would value feedback from all stakeholders for the continued development and extension of the ENTREQ statement.",,10.1186/1471-2288-12-181,Thematic synthesis;Standards;Qualitative health research;Reporting,NA,
rayyan-433008569,RAMESES publication standards: meta-narrative reviews,2013,5,1,JOURNAL OF ADVANCED NURSING,0309-2402,69,5,987-1004,"Wong, Geoff and Greenhalgh, Trish and Westhorp, Gill and Buckingham, Jeanette and Pawson, Ray",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Background Meta-narrative review is one of an emerging menu of new approaches to qualitative and mixed-method systematic review. A meta-narrative review seeks to illuminate a heterogeneous topic area by highlighting the contrasting and complementary ways researchers have studied the same or a similar topic. No previous publication standards exist for the reporting of meta-narrative reviews. This publication standard was developed as part of the RAMESES (Realist And MEta-narrative Evidence Syntheses: Evolving Standards) project. The project's aim is to produce preliminary publication standards for meta-narrative reviews. Design A mixed method study synthesising data between 2011 to 2012 from a literature review, online Delphi panel and feedback from training, workshops and email list. Methods We: (a) collated and summarized existing literature on the principles of good practice in meta-narrative reviews; (b) considered the extent to which these principles had been followed by published reviews, thereby identifying how rigor may be lost and how existing methods could be improved; (c) used a three-round online Delphi method with an interdisciplinary panel of national and international experts in evidence synthesis, meta-narrative reviews, policy, and/or publishing to produce and iteratively refine a draft set of methodological steps, and publication standards; (d) provided real-time support to ongoing meta-narrative reviews and the open-access RAMESES online discussion list so as to capture problems and questions as they arose; and (e) synthesized expert input, evidence review, and real-time problem analysis into a definitive set of standards. Results We identified nine published meta-narrative reviews, provided real-time support to four ongoing reviews, and captured questions raised in the RAMESES discussion list. Through analysis and discussion within the project team, we summarized the published literature, and common questions and challenges into briefing materials for the Delphi panel, comprising 33 members. Within three rounds this panel had reached consensus on 20 key publication standards, with an overall response rate of 90\%. Conclusions This project used multiple sources to draw together evidence and expertise in meta-narrative reviews. For each item we have included an explanation for why it is important and guidance on how it might be reported. Meta-narrative review is a relatively new method for evidence synthesis and as experience and methodological developments occur, we anticipate that these standards will evolve to reflect further theoretical and methodological developments. We hope that these standards will act as a resource that will contribute to improving the reporting of meta-narrative reviews.",,10.1111/jan.12092,meta-narrative review;meta-narrative synthesis;publication standards,NA,
rayyan-433008570,RAMESES publication standards: realist syntheses,2013,5,1,JOURNAL OF ADVANCED NURSING,0309-2402,69,5,1005-1022,"Wong, Geoff and Greenhalgh, Trish and Westhorp, Gill and Buckingham, Jeanette and Pawson, Ray",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Background There is growing interest in realist synthesis as an alternative systematic review method. This approach offers the potential to expand the knowledge base in policy-relevant areas for example, by explaining the success, failure or mixed fortunes of complex interventions. No previous publication standards exist for reporting realist syntheses. This standard was developed as part of the RAMESES (Realist And MEta-narrative Evidence Syntheses: Evolving Standards) project. The project's aim is to produce preliminary publication standards for realist systematic reviews. Design A mixed method study synthesising data between 20112012 from a literature review, online Delphi panel and feedback from training, workshops and email list. Methods We: (a) collated and summarized existing literature on the principles of good practice in realist syntheses; (b) considered the extent to which these principles had been followed by published syntheses, thereby identifying how rigour may be lost and how existing methods could be improved; (c) used a three-round online Delphi method with an interdisciplinary panel of national and international experts in evidence synthesis, realist research, policy and/or publishing to produce and iteratively refine a draft set of methodological steps and publication standards; (d) provided real-time support to ongoing realist syntheses and the open-access RAMESES online discussion list to capture problems and questions as they arose; and (e) synthesized expert input, evidence syntheses and real-time problem analysis into a definitive set of standards. Results We identified 35 published realist syntheses, provided real-time support to 9 ongoing syntheses and captured questions raised in the RAMESES discussion list. Through analysis and discussion within the project team, we summarized the published literature and common questions and challenges into briefing materials for the Delphi panel, comprising 37 members. Within 3 rounds this panel had reached consensus on 19 key publication standards, with an overall response rate of 91\%. Conclusions This project used multiple sources to develop and draw together evidence and expertise in realist synthesis. For each item we have included an explanation for why it is important and guidance on how it might be reported. Realist synthesis is a relatively new method for evidence synthesis and as experience and methodological developments occur, we anticipate that these standards will evolve to reflect further methodological developments. We hope that these standards will act as a resource that will contribute to improving the reporting of realist syntheses.",,10.1111/jan.12095,publication standards;realist review;realist synthesis,NA,
rayyan-433008571,Standards of conduct and reporting in evidence syntheses that could inform environmental policy and management decisions,2022,4,1,ENVIRONMENTAL EVIDENCE,,11,1,,"Pullin, Andrew S. and Cheng, Samantha H. and Jackson, Josephine D'Urban and Eales, Jacqualyn and Envall, Ida and Fada, Salamatu J. and Frampton, Geoff K. and Harper, Meagan and Kadykalo, Andrew N. and Kohl, Christian and Konno, Ko and Livoreil, Barbara and Ouedraogo, Dakis-Yaoba and O'Leary, Bethan C. and Pullin, George and Randall, Nicola and Rees, Rebecca and Smith, Adrienne and Sordello, Romain and Sterling, Eleanor J. and Twardek, Will M. and Woodcock, Paul",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Accurate, unbiased and concise synthesis of available evidence following clear methodology and transparent reporting is necessary to support effective environmental policy and management decisions. Without this, less reliable and/or less objective reviews of evidence could inform decision making, leading to ineffective, resource wasteful interventions with potential for unintended consequences. We evaluated the reliability of over 1000 evidence syntheses (reviews and overviews) published between 2018 and 2020 that provide evidence on the impacts of human activities or effectiveness of interventions relevant to environmental management. The syntheses are drawn from the Collaboration for Environmental Evidence Database of Evidence Reviews (CEEDER), an online, freely available evidence service for evidence users that assesses the reliability of evidence syntheses using a series of published criteria. We found that the majority of syntheses have problems with transparency, replicability and potential for bias. Overall, our results suggest that most recently published evidence syntheses are of low reliability to inform decision making. Reviews that followed guidance and reporting standards for evidence synthesis had improved assessment ratings, but there remains substantial variation in the standard of reviews amongst even these. Furthermore, the term `systematic review', which implies conformity with a methodological standard, was frequently misused. A major objective of the CEEDER project is to improve the reliability of the global body of environmental evidence reviews. To this end we outline freely available online resources to help improve review conduct and reporting. We call on authors, editors and peer reviewers to use these resources to ensure more reliable syntheses in the future.",,10.1186/s13750-022-00269-9,CEEDER;CEESAT;Evidence synthesis;Evidence-informed decision making;Review reliability;Enviro...,NA,
